COD;COUNTRY;YEAR;IDH;IDHr;INBpc;CONTCORR;EGOB;ESTPOL;CALIREG;RJUE;VOZYREND;GasSocial;IDEM;IPC;ILIB;IGINIGM;IGINICEPAL;RJUEd;GasSociald;LGasSocial;LLIB;CONTCORRp;EGOBp;ESTPOLp;CALIREGp;RJUEp;VOZYRENDp;LCONTCORRp;LEGOBp;LESTPOLp;LCALIREGp;LRJUEp;LVOZYRENDp;CONTCORRpd;EGOBpd;ESTPOLpd;CALIREGpd;RJUEpd;VOZYRENDpd
URY;Uruguay;2010;0.774;0.774;42183;1.28;0.63;0.82;0.39;0.74;1.15;12.7;81;69;1;43.5;0.438;0.02;0;1.103803721;0;86.19;70.81;74.88;63.64;71.09;87.2;1.9355;1.8501;1.8744;1.8037;1.8518;1.9405;0.5400;0.4800;1.4200;0.4800;0.9479;1.4200
URY;Uruguay;2011;0.783;0.784;42635;1.28;0.55;0.96;0.44;0.7;1.12;13.4;81.7;70.4;1;42.6;0.413;-0.04;0.7;1.127104798;0;86.26;69.67;78.67;64.93;70.42;85.45;1.9358;1.8430;1.8958;1.8124;1.8477;1.9317;0.0700;-1.1400;3.7900;1.2900;-0.6675;-1.7500
URY;Uruguay;2012;0.788;0.793;42362;1.36;0.44;0.71;0.44;0.59;1.06;13.8;81.7;72;1;41.5;0.391;-0.11;0.4;1.139879086;0;88.63;66.82;69.67;65.88;67.61;81.69;1.9476;1.8249;1.8430;1.8188;1.8300;1.9122;2.3700;-2.8500;-9.0000;0.9500;-2.8169;-3.7600
URY;Uruguay;2013;0.797;0.802;42547;1.38;0.45;0.8;0.54;0.56;1.09;14.2;81.7;73;1;40.6;0.397;-0.03;0.4;1.152288344;0;89.57;66.82;71.56;68.72;67.14;83.57;1.9522;1.8249;1.8547;1.8371;1.8270;1.9221;0.9400;0.0000;1.8900;2.8400;-0.4695;1.8800
URY;Uruguay;2014;0.8;0.805;43330;1.38;0.48;0.99;0.53;0.71;1.11;14.3;81.7;73;1;40.1;0.392;0.15;0.1;1.155336037;0;89.9;71.15;83.81;69.23;75.96;83.25;1.9538;1.8522;1.9233;1.8403;1.8806;1.9204;0.3300;4.3300;12.2500;0.5100;8.8254;-0.3200
URY;Uruguay;2015;0.802;0.807;43885;1.32;0.53;1;0.42;0.71;1.14;14.9;81.7;74;1;40.1;0.392;0;0.6;1.173186268;0;89.42;72.6;85.24;67.31;75.00;85.71;1.9514;1.8609;1.9306;1.8281;1.8751;1.9330;-0.4800;1.4500;1.4300;-1.9200;-0.9615;2.4600
URY;Uruguay;2016;0.806;0.812;44335;1.27;0.57;1.06;0.49;0.63;1.16;15.9;81.7;71;1;39.9;0.391;-0.08;1;1.201397124;0;88.46;73.08;90;69.23;73.56;86.7;1.9467;1.8638;1.9542;1.8403;1.8666;1.9380;-0.9600;0.4800;4.7600;1.9200;-1.4423;0.9900
URY;Uruguay;2017;0.807;0.813;45427;1.29;0.43;1.05;0.66;0.59;1.17;16.8;81.2;70;1;39.8;0.39;-0.04;0.9;1.225309282;0;88.46;68.27;87.14;73.56;72.12;86.7;1.9467;1.8342;1.9402;1.8666;1.8580;1.9380;0.0000;-4.8100;-2.8600;4.3300;-1.4423;0.0000
URY;Uruguay;2018;0.808;0.814;45686;1.26;0.56;1.04;0.51;0.59;1.21;17.2;83.8;70;1;39.7;0.391;0;0.4;1.235528447;0;87.5;73.08;87.62;70.19;73.08;89.66;1.9420;1.8638;1.9426;1.8463;1.8638;1.9526;-0.9600;4.8100;0.4800;-3.3700;0.9615;2.9600
VEN;Venezuela (Bolivarian Republic of);2007;0.743;0.724;3912;-1.11;-1.09;-1.23;-1.44;-1.57;-0.75;12.8;53.8;20;4;48;0.391;-0.15;-0.9;1.10720997;0.602059991;11.17;14.56;12.56;5.83;2.39;26.44;1.0481;1.1632;1.0990;0.7657;0.3788;1.4223;-3.9500;0.4100;-0.9700;-5.9300;-2.8708;-3.8500
VEN;Venezuela (Bolivarian Republic of);2008;0.753;0.735;4045;-1.17;-1.14;-1.31;-1.39;-1.62;-0.75;13.1;53.4;19;4;46.9;0.379;-0.05;0.3;1.117271296;0.602059991;9.71;11.65;11.54;5.34;1.92;26.44;0.9872;1.0663;1.0622;0.7275;0.2840;1.4223;-1.4600;-2.9100;-1.0200;-0.4900;-0.4693;0.0000
VEN;Venezuela (Bolivarian Republic of);2009;0.752;0.738;4292;-1.19;-0.99;-1.28;-1.59;-1.62;-0.85;13;52.6;19;4.5;46.9;0.381;0;-0.1;1.113943352;0.653212514;9.09;14.83;12.32;4.31;2.37;24.64;0.9586;1.1711;1.0906;0.6345;0.3747;1.3916;-0.6200;3.1800;0.7800;-1.0300;0.4466;-1.8000
VEN;Venezuela (Bolivarian Republic of);2010;0.753;0.742;4715;-1.23;-1.11;-1.26;-1.62;-1.65;-0.87;11.6;51.8;20;5;46.9;0.364;-0.03;-1.4;1.064457989;0.698970004;7.62;11.96;12.32;3.83;1.42;24.17;0.8820;1.0777;1.0906;0.5832;0.1528;1.3833;-1.4700;-2.8700;0.0000;-0.4800;-0.9479;-0.4700
VEN;Venezuela (Bolivarian Republic of);2011;0.764;0.759;5032;-1.17;-1.19;-1.09;-1.48;-1.68;-0.93;13.4;50.8;18.9;5;46.9;0.368;-0.03;1.8;1.127104798;0.698970004;10.43;9.95;15.64;6.16;1.41;20.66;1.0183;0.9978;1.1942;0.7896;0.1487;1.3151;2.8100;-2.0100;3.3200;2.3300;-0.0134;-3.5100
VEN;Venezuela (Bolivarian Republic of);2012;0.767;0.76;5341;-1.27;-1.15;-1.03;-1.52;-1.69;-0.91;14.4;51.5;19;5;46.9;0.384;-0.01;1;1.158362492;0.698970004;7.58;12.8;17.54;4.74;0.47;22.07;0.8797;1.1072;1.2440;0.6758;-0.3284;1.3438;-2.8500;2.8500;1.9000;-1.4200;-0.9390;1.4100
VEN;Venezuela (Bolivarian Republic of);2013;0.772;0.768;5702;-1.31;-1.17;-1.08;-1.63;-1.82;-0.95;16.1;50.7;20;5;46.9;0.388;-0.13;1.7;1.206825876;0.698970004;5.69;12.32;16.59;2.84;0.47;22.07;0.7551;1.0906;1.2198;0.4533;-0.3284;1.3438;-1.8900;-0.4800;-0.9500;-1.9000;0.0000;0.0000
VEN;Venezuela (Bolivarian Republic of);2014;0.77;0.767;5970;-1.4;-1.23;-0.85;-1.82;-1.92;-1.08;18.8;50.7;19;5;46.9;0.378;-0.1;2.7;1.274157849;0.698970004;4.33;11.06;18.1;2.88;0.48;19.7;0.6365;1.0438;1.2577;0.4594;-0.3181;1.2945;-1.3600;-1.2600;1.5100;0.0400;0.0113;-2.3700
VEN;Venezuela (Bolivarian Republic of);2015;0.763;0.765;6186;-1.39;-1.22;-0.98;-1.88;-2.03;-1.09;18.8;50;17;5;46.9;0.381;-0.11;0;1.274157849;0.698970004;4.33;10.58;15.71;2.4;0.48;19.7;0.6365;1.0245;1.1962;0.3802;-0.3181;1.2945;0.0000;-0.4800;-2.3900;-0.4800;0.0000;0.0000
VEN;Venezuela (Bolivarian Republic of);2016;0.752;0.763;6415;-1.35;-1.29;-1.02;-2;-2.24;-1.14;18.8;46.8;17;5.5;46.9;0.38;-0.21;0;1.274157849;0.740362689;6.73;8.17;13.81;2.4;0.48;17.24;0.8280;0.9122;1.1402;0.3802;-0.3181;1.2365;2.4000;-2.4100;-1.9000;0.0000;0.0000;-2.4600
VEN;Venezuela (Bolivarian Republic of);2017;0.735;0.75;6652;-1.36;-1.4;-1.25;-1.96;-2.26;-1.21;18.8;38.7;18;5.5;46.9;0.381;-0.02;0;1.274157849;0.740362689;7.21;7.69;10.95;2.4;0.48;14.29;0.8579;0.8859;1.0394;0.3802;-0.3181;1.1550;0.4800;-0.4800;-2.8600;0.0000;0.0000;-2.9500
VEN;Venezuela (Bolivarian Republic of);2018;0.726;0.749;6894;-1.47;-1.58;-1.32;-2.36;-2.32;-1.41;18.8;31.6;18;6.5;46.9;0.377;-0.06;0;1.274157849;0.812913357;4.81;4.81;10;1;0.48;10.34;0.6821;0.6821;1.0000;0.0000;-0.3181;1.0145;-2.4000;-2.8800;-0.9500;-1.4000;0.0000;-3.9500
